application_day,application_month,education,gender,age,home_address,income,first_time,default
2,1,0,1,65,2,30000,2,0
2,1,1,1,40,1,20000,4,0
2,1,2,0,29,2,50000,3,0
2,1,1,1,46,1,70000,3,0
2,1,1,1,29,2,300000,3,0
2,1,0,0,48,2,27000,4,0
2,1,0,1,60,1,35000,3,0
2,1,2,1,26,2,280000,3,0
2,1,2,1,24,1,35000,3,0
2,1,4,1,35,2,35000,4,0
2,1,1,0,37,2,100000,4,0
2,1,0,0,43,2,45000,3,0
2,1,1,1,52,1,30000,4,0
2,1,1,1,38,1,40000,4,0
2,1,0,0,31,2,80000,3,0
2,1,0,1,22,1,15000,3,0
2,1,1,0,33,2,130000,4,0
2,1,0,1,37,2,15000,1,0
2,1,1,0,42,1,5000,3,0
2,1,0,0,54,2,60000,3,0
2,1,2,0,27,2,25000,3,0
2,1,1,0,38,2,45000,3,0
2,1,0,1,41,2,20000,3,0
2,1,0,0,29,2,50000,1,0
2,1,2,1,23,2,35000,4,0
2,1,1,0,48,2,100000,3,0
2,1,1,1,54,1,32000,4,0
2,1,0,1,31,2,14500,2,0
2,1,1,0,38,1,96500,3,0
2,1,1,0,39,1,25000,3,0
2,1,1,1,44,1,27500,3,0
2,1,3,1,41,1,75000,4,0
2,1,1,0,26,1,55000,1,0
2,1,0,1,47,1,20000,3,0
2,1,1,1,41,2,20000,1,1
2,1,0,1,46,2,40000,1,0
2,1,1,1,27,2,63800,1,0
2,1,1,1,41,1,125000,3,0
2,1,0,0,42,1,7000,3,0
2,1,1,0,33,2,216000,3,0
2,1,1,1,50,1,60000,2,0
2,1,3,1,40,1,85000,3,0
2,1,0,0,42,1,35000,2,0
2,1,0,0,39,3,25000,3,0
2,1,0,1,42,2,35000,3,0
2,1,0,0,38,2,20000,2,0
2,1,1,1,45,2,35000,3,1
2,1,0,1,29,2,41000,3,0
2,1,1,0,58,1,70000,2,0
2,1,0,1,51,2,24000,4,0
2,1,0,1,29,2,40000,1,0
2,1,0,0,29,2,20000,2,1
2,1,1,0,27,2,450000,3,0
2,1,1,1,55,1,65000,3,0
2,1,0,0,37,1,40000,1,0
2,1,0,0,27,2,28000,2,1
2,1,1,1,31,2,28000,3,0
2,1,1,0,39,2,30000,3,0
2,1,1,0,38,1,30000,3,0
2,1,0,0,33,1,18000,3,1
2,1,1,1,33,2,15000,4,0
2,1,0,1,61,1,40000,3,0
2,1,0,1,39,1,150000,3,0
2,1,1,0,39,1,30000,4,0
2,1,0,0,37,2,18000,1,0
2,1,3,1,39,1,100000,4,0
2,1,0,1,41,1,25000,1,0
2,1,0,1,22,1,20000,3,0
2,1,0,0,59,2,25000,4,1
2,1,0,1,34,1,21000,2,1
2,1,0,1,30,1,22000,4,0
2,1,2,1,28,1,45000,3,0
2,1,0,1,33,2,15000,3,1
2,1,1,0,33,1,60000,3,0
2,1,1,0,35,1,150000,4,1
2,1,0,1,61,1,22000,2,0
2,1,0,1,41,2,20000,3,0
2,1,1,1,54,1,29000,3,0
2,1,0,0,42,2,40000,1,0
2,1,0,0,33,1,40000,3,0
2,1,0,0,48,1,30000,3,0
2,1,1,1,51,2,17000,3,0
2,1,2,0,33,1,55000,3,0
2,1,1,0,33,2,15000,3,0
2,1,1,0,40,2,30000,3,0
2,1,1,1,63,1,70000,4,0
2,1,0,1,53,2,60000,3,0
2,1,0,0,26,1,35000,1,1
2,1,0,1,53,2,6500,1,1
2,1,0,0,43,1,35000,3,0
2,1,1,1,45,1,21000,2,1
2,1,0,0,64,2,18000,3,0
2,1,0,1,64,2,23000,4,1
2,1,0,1,32,1,32000,4,0
2,1,2,1,28,1,30000,3,0
2,1,1,1,42,1,65000,4,0
2,1,1,1,28,2,70000,3,0
2,1,1,1,46,1,45000,2,0
2,1,0,1,53,2,18000,3,0
2,1,0,1,56,2,15000,4,0
2,1,1,0,23,2,15000,3,1
2,1,1,0,33,2,28000,4,0
2,1,2,1,57,2,7500,4,1
2,1,1,0,54,2,150000,4,0
2,1,0,1,22,2,45000,2,1
2,1,0,1,50,1,25000,3,0
2,1,0,1,23,1,15000,2,0
2,1,0,1,38,1,47000,1,0
2,1,0,1,42,2,15000,3,0
2,1,2,1,44,1,15000,2,0
2,1,3,1,34,2,50000,4,0
2,1,0,1,64,1,22000,3,0
2,1,1,0,28,2,75000,2,0
2,1,4,0,62,1,24800,4,0
2,1,1,1,32,2,48000,3,0
2,1,2,1,24,1,15000,2,0
2,1,2,1,23,1,28500,4,0
2,1,1,0,30,1,50000,2,0
2,1,0,0,30,1,20000,4,0
2,1,1,0,29,2,55000,2,0
2,1,1,0,42,1,15000,4,0
2,1,1,0,26,1,80000,3,0
2,1,0,1,34,2,25000,4,0
2,1,0,0,36,1,22000,4,0
2,1,1,1,30,1,35000,3,0
2,1,4,0,35,1,60000,4,0
2,1,2,0,28,1,30000,3,0
2,1,1,0,42,2,40000,4,0
2,1,1,0,33,2,35000,3,0
2,1,0,1,30,3,12000,3,0
2,1,1,0,27,1,45000,2,0
2,1,0,1,42,1,15000,3,0
3,1,0,0,30,1,36000,3,0
3,1,1,0,26,1,45000,4,0
3,1,2,0,40,2,150000,3,0
3,1,1,0,31,1,38000,3,0
3,1,1,1,28,2,85000,3,0
3,1,0,0,30,2,45000,3,1
3,1,1,0,27,1,45000,3,0
3,1,0,0,47,1,30000,3,1
3,1,1,1,30,2,45000,4,0
3,1,0,1,23,1,17500,3,0
3,1,2,0,32,2,50000,4,0
3,1,0,0,39,2,100000,1,0
3,1,1,1,35,1,30000,4,0
3,1,0,1,38,1,17000,4,0
3,1,1,1,65,2,33000,2,1
3,1,3,0,40,1,85000,3,1
3,1,1,1,35,2,25000,3,0
3,1,2,0,32,2,25000,3,0
3,1,1,1,41,1,40000,4,0
3,1,0,1,30,1,20000,3,0
3,1,0,1,35,1,18000,3,0
3,1,1,0,44,1,25000,3,0
3,1,1,0,56,1,21000,3,0
3,1,0,1,38,1,15000,3,0
3,1,0,0,65,1,10000,3,0
3,1,1,1,28,1,30000,4,0
3,1,2,0,28,3,20000,3,0
3,1,0,1,28,2,35000,3,1
3,1,0,0,32,2,50000,1,0
3,1,0,0,29,1,12000,4,0
3,1,0,0,29,1,30000,2,0
3,1,0,1,53,1,30000,1,0
3,1,0,1,28,1,9000,2,0
3,1,0,1,49,1,17000,1,0
3,1,1,1,30,3,35000,3,0
3,1,0,0,50,2,40000,4,0
3,1,1,1,27,2,36000,3,1
3,1,0,1,53,1,15000,3,0
3,1,2,1,31,1,70000,3,0
3,1,0,0,38,1,170000,2,0
3,1,1,0,29,1,30000,3,0
3,1,1,0,34,2,50000,4,0
3,1,2,1,35,2,80000,4,0
3,1,1,1,42,2,22000,3,0
3,1,0,0,38,2,70000,1,0
3,1,0,1,32,1,25000,4,0
3,1,1,0,30,2,30000,3,0
3,1,0,0,24,1,32000,1,0
3,1,0,1,22,1,50000,1,1
3,1,0,1,38,2,13000,4,0
3,1,0,0,36,1,22000,4,0
3,1,2,0,53,2,80000,3,0
3,1,0,1,28,1,9600,4,1
3,1,0,0,26,2,25000,4,0
3,1,0,0,31,2,60000,3,0
3,1,1,1,34,2,35000,3,0
3,1,0,1,21,1,20000,3,0
3,1,0,0,47,1,25000,3,1
3,1,0,1,36,1,24000,3,0
3,1,0,1,40,1,15000,2,0
3,1,2,0,40,1,45000,3,0
3,1,0,0,32,2,35000,2,0
3,1,1,0,31,2,150000,4,0
3,1,2,1,61,2,24000,3,1
3,1,2,0,36,2,30000,3,1
3,1,1,0,55,3,150000,3,0
3,1,2,0,27,2,45000,4,0
3,1,1,0,27,2,50000,3,1
3,1,0,1,33,2,20000,3,0
3,1,0,0,44,1,24000,4,0
3,1,0,1,39,2,25000,4,0
3,1,0,0,41,2,30000,1,0
3,1,0,1,56,1,28000,4,0
3,1,2,0,36,2,120000,3,0
3,1,1,0,25,3,35000,3,1
3,1,0,1,65,2,8086,2,0
3,1,3,1,53,1,70000,2,0
3,1,0,0,42,1,24000,2,1
3,1,0,1,31,1,12000,2,0
3,1,2,1,23,1,27000,2,0
3,1,0,0,38,1,100000,3,0
3,1,4,1,32,2,18000,3,0
3,1,0,0,30,3,45000,2,0
3,1,0,1,37,1,18000,3,0
3,1,1,0,32,1,45000,3,0
3,1,0,0,41,2,45000,3,0
3,1,1,0,50,2,91000,2,0
3,1,1,1,67,2,40000,4,0
3,1,1,1,31,1,25000,4,0
3,1,1,1,30,1,25000,4,0
3,1,1,1,49,1,180000,2,0
3,1,1,1,62,1,24500,4,0
3,1,0,0,35,3,35000,2,0
3,1,0,0,25,1,25000,1,0
3,1,1,1,34,1,30000,3,0
3,1,1,0,35,1,30000,4,0
3,1,0,1,31,2,100000,3,0
3,1,1,1,34,1,60000,4,0
3,1,0,1,56,1,15000,3,0
3,1,1,0,26,2,160000,2,0
3,1,2,1,45,1,50000,3,0
3,1,0,0,23,1,18000,1,0
3,1,1,1,38,1,80000,3,0
3,1,0,1,38,2,50000,4,0
3,1,1,1,26,1,60000,3,0
3,1,1,1,24,1,25000,3,0
3,1,0,0,25,2,60000,3,0
3,1,2,1,50,1,14000,3,0
3,1,1,1,23,2,40000,4,0
3,1,0,1,28,1,20000,2,0
3,1,0,1,35,1,40000,4,0
3,1,2,1,56,1,6200,4,0
3,1,0,1,63,1,100000,3,0
3,1,0,0,52,2,70000,4,1
3,1,1,1,54,2,35000,4,0
3,1,0,0,51,1,55000,1,0
3,1,0,0,33,1,32000,4,0
3,1,1,1,36,1,15000,3,0
3,1,0,1,40,1,23000,3,0
3,1,0,1,66,2,28000,3,0
3,1,0,0,40,1,60000,1,0
3,1,1,0,34,2,45000,2,0
3,1,2,0,34,1,25000,4,0
3,1,0,1,29,2,50000,4,0
3,1,0,0,47,1,28000,4,0
3,1,1,0,41,1,27000,3,0
3,1,0,0,36,1,10000,3,0
3,1,0,1,28,2,8000,2,0
3,1,0,0,40,2,120000,4,0
3,1,0,1,58,2,11000,4,0
3,1,0,0,25,1,25000,1,0
3,1,2,1,33,2,50000,3,0
3,1,0,1,38,2,21000,4,0
3,1,1,0,25,1,50000,3,0
3,1,0,0,35,2,40000,4,1
3,1,0,0,55,2,40000,4,0
3,1,0,1,38,2,41000,4,0
3,1,1,0,26,2,48000,3,0
3,1,2,0,56,1,18000,2,0
3,1,0,1,32,2,50000,2,0
3,1,1,1,41,1,50000,4,0
3,1,0,0,41,1,90000,4,0
3,1,2,0,58,1,28000,1,0
3,1,0,0,33,2,34000,1,0
3,1,0,0,24,2,18000,2,0
3,1,1,0,50,1,80000,4,0
3,1,0,0,60,2,30000,4,0
3,1,0,0,40,1,45000,4,0
3,1,0,0,36,1,50000,3,0
3,1,1,0,59,1,60000,4,0
3,1,1,0,55,1,50000,4,0
3,1,0,0,46,1,35000,3,0
3,1,1,1,49,2,12000,4,0
3,1,1,0,27,2,35000,1,1
3,1,0,0,33,1,16500,2,0
3,1,0,0,25,2,30000,3,0
3,1,0,0,37,1,40000,3,0
3,1,2,1,52,2,25000,4,0
3,1,0,1,49,1,18000,3,0
3,1,0,0,49,2,35000,3,1
3,1,2,1,50,2,45000,3,0
3,1,2,1,29,2,50000,3,0
3,1,1,1,50,2,250000,4,0
3,1,0,1,31,1,15000,3,1
3,1,0,1,59,1,43000,4,0
3,1,0,1,30,1,25000,2,0
3,1,0,1,34,2,7500,1,1
3,1,0,0,56,2,50000,3,0
3,1,1,1,43,1,15000,4,0
3,1,0,0,35,2,60000,4,0
3,1,1,0,25,1,50000,3,0
3,1,4,0,58,2,65000,4,0
3,1,2,1,37,3,30000,1,0
3,1,1,1,22,2,20000,1,0
3,1,1,0,39,1,80000,4,0
3,1,0,0,22,2,45000,3,0
3,1,1,0,30,2,45000,4,0
3,1,0,0,29,2,48000,3,1
3,1,0,0,41,1,40000,2,0
3,1,0,0,27,2,50000,3,0
3,1,3,1,34,1,50000,3,0
3,1,1,1,63,2,15000,3,1
3,1,0,0,39,2,35000,3,0
3,1,0,1,33,1,30000,3,0
3,1,0,1,61,1,15000,3,0
3,1,2,0,42,2,65000,1,0
3,1,0,0,25,1,25000,3,0
3,1,0,0,22,2,18000,1,1
3,1,0,0,44,1,40000,2,1
3,1,0,1,35,2,20000,4,0
3,1,1,1,33,1,37000,1,0
3,1,1,0,35,2,55000,3,1
3,1,0,0,50,2,15000,3,0
3,1,3,0,31,1,95000,2,0
3,1,1,1,25,2,40000,2,0
3,1,0,1,35,1,41000,3,0
3,1,0,1,47,2,28000,3,0
3,1,1,1,28,2,52000,4,0
3,1,1,1,53,1,35000,2,0
3,1,0,1,38,1,30000,1,1
3,1,0,0,25,2,30000,3,0
3,1,1,1,40,2,50000,3,0
3,1,1,1,45,2,60000,4,0
3,1,0,1,45,1,15000,4,0
3,1,0,0,35,2,60000,3,1
3,1,0,0,48,2,35000,3,0
3,1,1,0,29,2,55000,3,0
3,1,0,0,26,1,30000,4,0
3,1,3,1,30,1,45000,4,0
3,1,1,1,59,2,80000,4,0
3,1,0,1,51,1,18000,1,0
3,1,3,0,31,1,100000,4,0
3,1,1,1,42,1,25000,3,0
3,1,0,0,45,1,30000,3,0
3,1,1,1,43,1,100000,4,0
3,1,1,0,37,1,70000,3,0
3,1,0,0,50,1,30000,3,0
3,1,2,1,37,1,42000,3,0
3,1,0,1,47,1,30000,1,0
3,1,0,1,36,2,3000,1,0
3,1,1,0,50,1,25000,3,1
3,1,1,0,24,2,35000,1,1
3,1,0,0,39,2,40000,4,0
3,1,0,0,59,2,40000,2,0
3,1,0,0,30,2,30000,1,0
3,1,2,1,38,1,21000,3,0
3,1,4,1,46,2,32000,4,0
3,1,2,1,31,2,30000,3,0
3,1,1,0,32,1,30000,3,0
3,1,0,0,54,2,20000,3,0
3,1,3,0,27,1,7000,2,0
3,1,1,1,25,1,60000,3,0
3,1,1,1,36,2,60000,3,0
3,1,0,1,25,1,9000,3,0
3,1,1,1,43,2,13000,3,0
3,1,0,0,29,1,20000,3,0
3,1,0,1,34,1,16000,4,0
3,1,0,1,29,1,15000,4,0
3,1,0,1,53,1,15000,4,0
3,1,0,1,30,1,30000,4,0
3,1,0,1,51,2,30000,3,0
3,1,0,0,29,1,28000,1,1
3,1,2,0,36,2,12000,4,0
3,1,2,0,23,2,20000,3,1
3,1,2,0,30,3,25000,3,0
3,1,0,1,29,2,20000,2,0
3,1,1,0,24,1,40000,1,0
3,1,1,1,54,2,17000,3,0
3,1,0,0,29,1,42000,2,0
3,1,1,0,34,2,300000,1,0
3,1,0,0,27,2,35000,4,1
3,1,0,0,40,1,50000,2,0
3,1,1,1,54,1,15000,4,0
3,1,1,0,25,1,15000,1,0
3,1,2,1,39,1,35000,3,0
3,1,1,1,28,1,50000,3,0
3,1,0,0,31,1,25000,1,0
3,1,0,0,30,1,100000,3,0
3,1,1,0,33,1,30000,4,0
3,1,0,0,28,1,30000,1,0
3,1,0,0,40,1,54000,2,0
3,1,0,0,53,1,40000,3,0
3,1,0,1,60,1,42000,3,0
3,1,0,0,25,1,40000,1,1
3,1,1,0,27,1,50000,2,0
3,1,1,0,34,2,67000,4,0
3,1,0,0,28,1,30000,2,0
3,1,0,1,61,2,11300,4,0
3,1,1,0,40,2,80000,3,0
3,1,0,0,35,2,50000,2,0
3,1,0,0,47,2,26000,4,0
3,1,0,0,30,2,25000,2,0
3,1,0,1,49,2,20000,4,0
3,1,0,0,24,2,10000,2,0
3,1,3,1,53,2,404000,3,0
3,1,1,0,24,1,29000,3,0
3,1,0,0,29,2,50000,1,0
3,1,0,1,50,2,21000,4,0
3,1,0,0,42,2,39000,4,1
3,1,2,0,29,2,45000,1,0
3,1,3,1,32,2,90000,3,0
3,1,0,1,46,2,35000,1,0
3,1,0,0,50,2,35000,3,0
3,1,2,1,26,1,17000,2,0
3,1,1,1,29,1,27000,4,0
3,1,1,1,33,3,30000,3,0
3,1,0,0,24,2,40000,3,0
3,1,1,1,45,1,50000,3,0
3,1,3,0,34,1,37500,4,0
3,1,2,0,30,2,25000,4,0
3,1,4,0,63,2,85000,4,0
3,1,2,0,30,2,50000,3,0
3,1,0,1,27,1,15000,3,1
3,1,0,0,29,1,30000,2,0
3,1,2,1,40,1,30000,4,0
3,1,2,0,42,1,45000,4,0
3,1,2,0,36,2,90000,1,1
3,1,1,1,28,1,28000,3,0
3,1,0,0,37,1,25000,2,0
3,1,1,0,43,2,150000,4,0
3,1,1,0,26,1,60000,3,0
3,1,0,0,32,2,38000,2,0
3,1,0,0,48,2,200000,4,0
3,1,3,1,40,1,100000,4,0
3,1,0,1,48,1,100000,3,0
3,1,0,1,21,2,17000,2,1
3,1,0,1,61,2,6000,1,1
3,1,1,1,34,2,90000,3,0
3,1,1,1,29,2,50000,3,0
3,1,1,0,68,2,150000,4,0
3,1,1,1,32,2,85000,3,0
3,1,0,0,41,2,25000,1,1
3,1,0,0,45,1,35000,4,0
4,1,0,0,47,1,20000,2,0
4,1,0,1,37,1,10000,4,0
4,1,1,0,54,1,90000,3,0
4,1,1,0,39,1,115000,4,0
4,1,0,1,22,2,18000,4,0
4,1,0,0,27,2,30000,3,0
4,1,0,1,31,1,5000,1,0
4,1,1,1,34,1,210000,4,0
4,1,0,1,31,1,50000,2,0
4,1,1,1,40,1,80000,4,0
4,1,0,0,42,1,20000,3,0
4,1,0,0,52,1,35000,4,0
4,1,0,1,34,2,15000,2,1
4,1,2,0,40,2,63500,3,1
4,1,0,0,44,1,35000,3,0
4,1,2,1,29,2,12000,3,1
4,1,1,0,41,2,120000,4,1
4,1,0,0,32,3,140000,4,0
4,1,1,1,51,2,30000,4,0
4,1,0,0,47,2,30000,1,1
4,1,0,1,27,2,10000,3,1
4,1,0,1,32,1,13000,3,0
4,1,1,1,37,1,60000,3,0
4,1,0,1,55,1,44000,4,0
4,1,2,0,41,2,45000,2,0
4,1,0,0,30,1,35000,3,0
4,1,0,1,32,1,32000,2,0
4,1,2,0,23,3,70000,2,0
4,1,0,1,42,1,40000,2,1
4,1,0,0,25,2,19000,1,1
4,1,0,0,48,2,30000,3,0
4,1,1,1,56,1,70000,3,0
4,1,1,0,35,2,250000,3,0
4,1,0,1,38,1,150000,4,1
4,1,0,0,29,2,65000,2,0
4,1,0,1,53,1,15000,2,0
4,1,0,0,37,1,20000,1,0
4,1,1,1,45,1,60000,3,0
4,1,0,1,44,1,15000,1,0
4,1,0,0,41,1,70000,2,0
4,1,1,1,26,1,50000,2,0
4,1,0,0,27,2,25000,3,0
4,1,1,1,45,2,110000,3,0
4,1,1,0,24,2,30000,4,0
4,1,0,1,41,2,300000,2,1
4,1,0,1,50,2,13000,3,0
4,1,0,0,45,2,60000,2,0
4,1,0,0,26,1,50000,3,0
4,1,0,0,44,1,40000,4,0
4,1,0,1,56,2,28000,1,0
4,1,0,1,22,3,15000,4,1
4,1,0,1,45,1,20000,4,0
4,1,0,1,21,2,25000,1,1
4,1,1,1,32,2,30000,3,0
4,1,0,1,29,1,15000,3,0
4,1,2,0,40,1,40000,3,0
4,1,0,1,42,2,18000,1,0
4,1,0,0,22,2,60000,4,0
4,1,0,1,50,2,20000,3,0
4,1,0,1,33,1,45000,3,0
4,1,1,1,29,1,10000,4,0
4,1,1,0,40,1,30000,1,0
4,1,1,1,42,1,120000,3,0
4,1,0,1,22,2,35000,3,0
4,1,2,1,37,1,20000,4,0
4,1,2,0,38,1,40000,3,0
4,1,0,0,32,1,35000,3,0
4,1,2,0,25,2,20000,2,0
4,1,0,1,27,1,21000,2,0
4,1,0,1,59,1,24000,2,0
4,1,1,0,51,2,90000,4,0
4,1,0,1,33,2,25000,1,1
4,1,2,1,22,2,28000,3,0
4,1,1,1,38,2,50000,3,0
4,1,2,1,29,2,29000,4,0
4,1,0,1,25,2,20000,3,1
4,1,0,0,42,2,55000,3,0
4,1,0,0,67,2,24000,4,0
4,1,0,0,55,2,50000,1,1
4,1,0,0,30,2,30000,1,0
4,1,1,1,58,1,11000,3,1
4,1,0,1,28,2,30000,3,1
4,1,0,0,43,1,36000,4,0
4,1,0,0,36,1,30000,3,1
4,1,1,0,54,2,70000,4,0
4,1,1,1,65,2,30000,4,0
4,1,0,1,29,1,12000,3,1
4,1,0,1,61,2,64000,4,0
4,1,0,1,29,2,15000,3,1
4,1,1,0,29,2,90000,3,0
4,1,0,1,29,2,8900,4,1
4,1,2,1,27,1,35000,1,0
4,1,2,1,27,2,60000,3,0
4,1,2,1,31,1,20000,2,0
4,1,0,0,41,2,100000,4,0
4,1,0,0,55,1,42000,2,0
4,1,2,1,41,2,50000,4,0
4,1,3,0,32,2,200000,4,0
4,1,0,0,23,1,24000,2,0
4,1,1,0,51,1,100000,3,0
4,1,0,1,44,1,16000,4,0
4,1,0,1,30,2,18000,3,0
4,1,0,1,31,2,14000,4,0
4,1,0,0,31,2,12000,3,0
4,1,0,1,46,1,23000,4,1
4,1,1,0,24,2,40000,1,1
4,1,0,1,35,1,80000,3,0
4,1,0,0,39,2,25000,1,0
4,1,1,1,59,1,50000,2,0
4,1,2,0,26,1,25000,2,1
4,1,0,0,49,2,35000,1,0
4,1,1,1,21,1,15000,1,1
4,1,0,0,39,2,27000,2,0
4,1,0,0,48,1,26000,3,0
4,1,0,1,37,1,30000,2,1
4,1,0,0,36,2,150000,3,0
4,1,0,1,24,1,23000,1,0
4,1,0,0,37,2,25000,3,0
4,1,0,0,29,2,18000,3,1
4,1,1,1,51,1,50000,4,0
4,1,1,0,32,1,78000,3,0
4,1,1,0,27,2,35000,4,0
4,1,1,1,23,1,50000,3,0
4,1,2,0,30,2,60000,3,0
4,1,1,0,28,1,30000,3,0
4,1,1,1,39,1,15000,3,0
4,1,0,1,23,2,180000,2,1
4,1,0,0,42,2,40000,3,0
4,1,0,0,33,1,28000,3,0
4,1,0,1,32,1,13000,4,0
4,1,2,0,35,1,40000,3,0
4,1,0,0,27,2,27000,3,0
4,1,1,0,35,2,70000,2,0
4,1,0,1,49,1,25000,2,0
4,1,1,0,51,1,97000,4,0
4,1,0,0,50,1,28000,3,0
4,1,1,0,40,2,100000,3,0
4,1,0,1,39,1,50000,2,0
4,1,0,0,31,1,30000,4,0
4,1,0,1,42,1,50000,3,1
4,1,2,0,25,1,55000,2,1
4,1,1,1,34,2,40000,4,0
4,1,0,0,24,3,30000,3,0
4,1,0,1,30,2,5600,3,1
4,1,2,0,33,1,40000,3,0
4,1,0,1,25,1,15000,1,1
4,1,0,1,39,2,28000,3,1
4,1,0,1,65,2,10500,1,0
4,1,1,1,58,2,45000,3,0
4,1,2,1,26,2,21000,4,1
4,1,0,0,37,1,26500,3,0
4,1,1,0,35,1,35000,1,0
4,1,0,1,57,1,19000,4,0
4,1,0,1,54,1,35000,3,0
4,1,0,1,41,2,20000,2,0
4,1,1,0,57,1,60000,4,0
4,1,4,0,61,2,19000,3,0
4,1,2,1,22,2,40000,4,1
4,1,0,1,33,1,20000,4,0
4,1,2,1,31,2,18000,1,0
4,1,1,1,45,1,50000,4,0
